pano_id,date,lat,lng,heading,pitch,roll,address
x2ZGKt5o5IIQvHwnKrf_Xg,2022-03,52.57126066369072,13.33279035139394,114.9807968139648,90.73680877685547,358.2408752441406,"11, Solferinostraﬂe, Reinickendorf, Berlin, 13403, Deutschland"
