pano_id,date,lat,lng,heading,pitch,roll,address
qdMZ35NtZ-rexcgyJFFKRA,2022-03,52.57121840110857,13.33309676040069,93.21834564208984,89.26643371582031,358.5696716308594,"7, Solferinostraﬂe, Reinickendorf, Berlin, 13403, Deutschland"
