pano_id,date,lat,lng,heading,pitch,roll,address
-f5HiI6dMfsg6qxE1mWA1g,2022-03,52.57180820794454,13.33274823984386,184.5457611083984,89.5922622680664,358.9391174316406,"19a, Solferinostraﬂe, Reinickendorf, Berlin, 13403, Deutschland"
