pano_id,date,lat,lng,heading,pitch,roll,address
hq22ajoVt6I8ckk1RQ1cmA,2022-03,52.57123030548899,13.33294629130371,98.00138854980469,90.29708099365234,357.5507507324219,"9, Solferinostraﬂe, Reinickendorf, Berlin, 13403, Deutschland"
